VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES
PX290601_Employment_Selected_Characteristics_White_All_16_Years_Over_Represented_Unions_Percent_Employed,Labor force statistics for white men and women 16 years and over. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601012605,,,,,
PX290601_Employment_Selected_Characteristics_White_Men_16_Years_Over_Total_Employed,Labor force statistics for white men.16 years and over. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601012701,,,,,
PX290601_Employment_Selected_Characteristics_White_Men_16_Years_Over_Members_Unions_Total,Labor force statistics for white men.16 years and over. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601012702,,,,,
PX290601_Employment_Selected_Characteristics_White_Men_16_Years_Over_Members_Unions_Percent_Employed,Labor force statistics for white men.16 years and over. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601012703,,,,,
PX290601_Employment_Selected_Characteristics_White_Men_16_Years_Over_Represented_Unions_Total,Labor force statistics for white men.16 years and over. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601012704,,,,,
PX290601_Employment_Selected_Characteristics_White_Men_16_Years_Over_Represented_Unions_Percent_Employed,Labor force statistics for white men.16 years and over. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601012705,,,,,
PX290601_Employment_Selected_Characteristics_White_Women_16_Years_Over_Total_Employed,Labor force statistics for white women.16 years and over. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601012801,,,,,
PX290601_Employment_Selected_Characteristics_White_Women_16_Years_Over_Members_Unions_Total,Labor force statistics for white women.16 years and over. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601012802,,,,,
PX290601_Employment_Selected_Characteristics_White_Women_16_Years_Over_Members_Unions_Percent_Employed,Labor force statistics for white women.16 years and over. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601012803,,,,,
PX290601_Employment_Selected_Characteristics_White_Women_16_Years_Over_Represented_Unions_Total,Labor force statistics for white women.16 years and over. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601012804,,,,,
PX290601_Employment_Selected_Characteristics_White_Women_16_Years_Over_Represented_Unions_Percent_Employed,Labor force statistics for white women.16 years and over. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601012805,,,,,
PX290601_Employment_Selected_Characteristics_Black_African_American_All_16_Years_Over_Total_Employed,Labor force statistics for african american men and women. 16 years and over. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601012901,,,,,
PX290601_Employment_Selected_Characteristics_Black_African_American_All_16_Years_Over_Members_Unions_Total,Labor force statistics for african american men and women. 16 years and over. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601012902,,,,,
PX290601_Employment_Selected_Characteristics_Black_African_American_All_16_Years_Over_Members_Unions_Percent_Employed,Labor force statistics for african american men and women. 16 years and over. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601012903,,,,,
PX290601_Employment_Selected_Characteristics_Black_African_American_All_16_Years_Over_Represented_Unions_Total,Labor force statistics for african american men and women. 16 years and over. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601012904,,,,,
PX290601_Employment_Selected_Characteristics_Black_African_American_All_16_Years_Over_Represented_Unions_Percent_Employed,Labor force statistics for african american men and women. 16 years and over. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601012905,,,,,
PX290601_Employment_Selected_Characteristics_Black_African_American_Men_16_Years_Over_Total_Employed,Labor force statistics for african american men. 16 years and over. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013001,,,,,
PX290601_Employment_Selected_Characteristics_Black_African_American_Men_16_Years_Over_Members_Unions_Total,Labor force statistics for african american men. 16 years and over. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013002,,,,,
PX290601_Employment_Selected_Characteristics_Black_African_American_Men_16_Years_Over_Members_Unions_Percent_Employed,Labor force statistics for african american men. 16 years and over. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601013003,,,,,
PX290601_Employment_Selected_Characteristics_Black_African_American_Men_16_Years_Over_Represented_Unions_Total,Labor force statistics for african american men. 16 years and over. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013004,,,,,
PX290601_Employment_Selected_Characteristics_Black_African_American_Men_16_Years_Over_Represented_Unions_Percent_Employed,Labor force statistics for african american men. 16 years and over. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601013005,,,,,
PX290601_Employment_Selected_Characteristics_Black_African_American_Women_16_Years_Over_Total_Employed,Labor force statistics for african american women. 16 years and over. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013101,,,,,
PX290601_Employment_Selected_Characteristics_Black_African_American_Women_16_Years_Over_Members_Unions_Total,Labor force statistics for african american women. 16 years and over. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013102,,,,,
PX290601_Employment_Selected_Characteristics_Black_African_American_Women_16_Years_Over_Members_Unions_Percent_Employed,Labor force statistics for african american women. 16 years and over. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601013103,,,,,
PX290601_Employment_Selected_Characteristics_Black_African_American_Women_16_Years_Over_Represented_Unions_Total,Labor force statistics for african american women. 16 years and over. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013104,,,,,
PX290601_Employment_Selected_Characteristics_Black_African_American_Women_16_Years_Over_Represented_Unions_Percent_Employed,Labor force statistics for african american women. 16 years and over. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601013105,,,,,
PX290601_Employment_Selected_Characteristics_Asian_All_16_Years_Over_Total_Employed,Labor force statistics for asian men and women. 16 years and over. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013201,,,,,
PX290601_Employment_Selected_Characteristics_Asian_All_16_Years_Over_Members_Unions_Total,Labor force statistics for asian men and women. 16 years and over. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013202,,,,,
PX290601_Employment_Selected_Characteristics_Asian_All_16_Years_Over_Members_Unions_Percent_Employed,Labor force statistics for asian men and women. 16 years and over. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601013203,,,,,
PX290601_Employment_Selected_Characteristics_Asian_All_16_Years_Over_Represented_Unions_Total,Labor force statistics for asian men and women. 16 years and over. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013204,,,,,
PX290601_Employment_Selected_Characteristics_Asian_All_16_Years_Over_Represented_Unions_Percent_Employed,Labor force statistics for asian men and women. 16 years and over. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601013205,,,,,
PX290601_Employment_Selected_Characteristics_Asian_Men_16_Years_Over_Total_Employed,Labor force statistics for asian men. 16 years and over. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013301,,,,,
PX290601_Employment_Selected_Characteristics_Asian_Men_16_Years_Over_Members_Unions_Total,Labor force statistics for asian men. 16 years and over. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013302,,,,,
PX290601_Employment_Selected_Characteristics_Asian_Men_16_Years_Over_Members_Unions_Percent_Employed,Labor force statistics for asian men. 16 years and over. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601013303,,,,,
PX290601_Employment_Selected_Characteristics_Asian_Men_16_Years_Over_Represented_Unions_Total,Labor force statistics for asian men. 16 years and over. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013304,,,,,
PX290601_Employment_Selected_Characteristics_Asian_Men_16_Years_Over_Represented_Unions_Percent_Employed,Labor force statistics for asian men. 16 years and over. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601013305,,,,,
PX290601_Employment_Selected_Characteristics_Asian_Women_16_Years_Over_Total_Employed,Labor force statistics for asian women. 16 years and over. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013401,,,,,
PX290601_Employment_Selected_Characteristics_Asian_Women_16_Years_Over_Members_Unions_Total,Labor force statistics for asian women. 16 years and over. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013402,,,,,
PX290601_Employment_Selected_Characteristics_Asian_Women_16_Years_Over_Members_Unions_Percent_Employed,Labor force statistics for asian women. 16 years and over. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601013403,,,,,
PX290601_Employment_Selected_Characteristics_Asian_Women_16_Years_Over_Represented_Unions_Total,Labor force statistics for asian women. 16 years and over. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013404,,,,,
PX290601_Employment_Selected_Characteristics_Asian_Women_16_Years_Over_Represented_Unions_Percent_Employed,Labor force statistics for asian women. 16 years and over. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601013405,,,,,
PX290601_Employment_Selected_Characteristics_Hispanic_Latino_All_16_Years_Over_Total_Employed,Labor force statistics for hispanic and latino men and women. 16 years and over. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013501,,,,,
PX290601_Employment_Selected_Characteristics_Hispanic_Latino_All_16_Years_Over_Members_Unions_Total,Labor force statistics for hispanic and latino men and women. 16 years and over. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013502,,,,,
PX290601_Employment_Selected_Characteristics_Hispanic_Latino_All_16_Years_Over_Members_Unions_Percent_Employed,Labor force statistics for hispanic and latino men and women. 16 years and over. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601013503,,,,,
PX290601_Employment_Selected_Characteristics_Hispanic_Latino_All_16_Years_Over_Represented_Unions_Total,Labor force statistics for hispanic and latino men and women. 16 years and over. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013504,,,,,
PX290601_Employment_Selected_Characteristics_Hispanic_Latino_All_16_Years_Over_Represented_Unions_Percent_Employed,Labor force statistics for hispanic and latino men and women. 16 years and over. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601013505,,,,,
PX290601_Employment_Selected_Characteristics_HIspanic_Latino_Men_16_Years_Over_Total_Employed,Labor force statistics for hispanic and latino men. 16 years and over. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013601,,,,,
PX290601_Employment_Selected_Characteristics_HIspanic_Latino_Men_16_Years_Over_Members_Unions_Total,Labor force statistics for hispanic and latino men. 16 years and over. Total number of employees that are members of a union. ,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013602,,,,,
PX290601_Employment_Selected_Characteristics_HIspanic_Latino_Men_16_Years_Over_Members_Unions_Percent_Employed,Labor force statistics for hispanic and latino men. 16 years and over. Percent of employees that are members of a union. ,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601013603,,,,,
PX290601_Employment_Selected_Characteristics_HIspanic_Latino_Men_16_Years_Over_Represented_Unions_Total,Labor force statistics for hispanic and latino men. 16 years and over. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013604,,,,,
PX290601_Employment_Selected_Characteristics_HIspanic_Latino_Men_16_Years_Over_Represented_Unions_Percent_Employed,Labor force statistics for hispanic and latino men. 16 years and over. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601013605,,,,,
PX290601_Employment_Selected_Characteristics_HIspanic_Latino_Women_16_Years_Over_Total_Employed,Labor force statistics for hispanic and latino women. 16 years and over. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601013701,,,,,
