VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Abstracted_Date_Month,Date Abstracted - Month,DCW_190401.doc,integer,,,,,,,PhenX,PX190401010100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Abstracted_Date_Day,Date Abstracted - Day,DCW_190401.doc,integer,,,,,,,PhenX,PX190401010200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Abstracted_Date_Year,Date Abstracted - Year,DCW_190401.doc,integer,,,,,,,PhenX,PX190401010300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Abstractor_ID,Abstractor ID Number,DCW_190401.doc,integer,,0,9999,,,,PhenX,PX190401020000,,,,,0..9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Nosologist_ID,Nosologist ID Number,DCW_190401.doc,integer,,0,9999,,,,PhenX,PX190401030000,,,,,0..9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_CTR_ID,CTR ID Number,DCW_190401.doc,integer,,0,9999,,,,PhenX,PX190401040000,,,,,0..9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Study_Year,Study Year,DCW_190401.doc,enumerated,,,,,,,PhenX,PX190401050000,,,,,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Colorectal_Carcinoma_Location_Anatomic_3_NotAvailable,LOCATION - Anatomic  Not Available,DCW_190401.doc,enumerated,,,,,MARK ALL THAT APPLY FOR MULTIPLE ADENOMAS.,,PhenX,PX190401170416,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Colorectal_Carcinoma_Location_Distance_3,LOCATION - Distance in cm,DCW_190401.doc,integer,,,,,,,PhenX,PX190401170417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Colorectal_Carcinoma_Location_Distance_3_Coded,LOCATION - Distance in cm,DCW_190401.doc,encoded values,,,,,,,PhenX,PX190401170418,,,,,99 = Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Colorectal_Carcinoma_Gross_Morphology_3,GROSS MORPHOLOGY,DCW_190401.doc,encoded values,,,,,,,PhenX,PX190401170419,,,,,1 = Exophytic,2 = Endophytic,3 = Annular,4 = Diffusely infiltrative,9 = Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Primary_Colorectal_Cancer_Diagnosis_Date_Month,Date of Primary Colorectal Cancer Diagnosis - Month,DCW_190401.doc,integer,,,,,,,PhenX,PX190401180100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Primary_Colorectal_Cancer_Diagnosis_Date_Day,Date of Primary Colorectal Cancer Diagnosis - Day,DCW_190401.doc,integer,,,,,,,PhenX,PX190401180200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Primary_Colorectal_Cancer_Diagnosis_Date_Year,Date of Primary Colorectal Cancer Diagnosis - Year,DCW_190401.doc,integer,,,,,,,PhenX,PX190401180300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Primary_Colorectal_Cancer_Diagnosis_Description,Verbatim Description of Primary Colorectal Cancer Diagnosis,DCW_190401.doc,string,,,,,,,PhenX,PX190401190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_ICDO2_Classification_Topography,ICD-O-2 Cancer Classification: Topography,DCW_190401.doc,integer,,,,,,,PhenX,PX190401200100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_ICDO2_Classification_Morphology,ICD-O-2 Cancer Classification: Morphology,DCW_190401.doc,integer,,,,,,,PhenX,PX190401200200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_ICDO2_Classification_Behavior,ICD-O-2 Cancer Classification: Behavior,DCW_190401.doc,enumerated,,,,,,,PhenX,PX190401200300,,,,,1,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_ICDO2_Classification_Grade,ICD-O-2 Cancer Classification: Grade,DCW_190401.doc,enumerated,,,,,,,PhenX,PX190401200400,,,,,1,2,3,4,5,6,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Primary_Colorectal_Cancer_Report_Photocopy,Photocopy of Report Confirming Primary Colorectal Cancer,DCW_190401.doc,enumerated,,,,,MARK ONE.,,PhenX,PX190401210000,,,,,Pathology/Histopathology (ATTACH COPY),Cytology/Cytopathology (ATTACH COPY),Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Primary_Colorectal_Cancer_Histopathologic_Type,Histopathologic Type for Primary Colorectal Cancer,DCW_190401.doc,enumerated,,,,,,,PhenX,PX190401220100,,,,,Adenocarcinoma,Mucinous (colloid) adenocarcinoma,Signet ring cell carcinoma,Squamous cell (epidermoid) carcinoma,Adenosquamous carcinoma,Undifferentiated carcinoma,Carcinoma,Other,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Primary_Colorectal_Cancer_Histopathologic_Type_Specify,Specify Other Histopathologic Type for Primary Colorectal Cancer,DCW_190401.doc,string,,,,,,,PhenX,PX190401220200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Primary_Colorectal_Cancer_Histopathologic_Grade,Histopathologic Grade for Primary Colorectal Cancer,DCW_190401.doc,enumerated,,,,,,,PhenX,PX190401230000,,,,,Grade cannot be assessed (GX),Well differentiated (G1),Moderately differentiated (G2),Poorly differentiated (G3),Undifferentiated (G4),Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_TNM_Staging_AJCC_Manual_Edition,"If TNM Staging performed, what AJCC Cancer Staging Manual did you use?",DCW_190401.doc,enumerated,,,,,,,PhenX,PX190401240100,,,,,4th Edition,5th Edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_TNM_Clinical_Staging,TNM Clinical Staging,DCW_190401.doc,enumerated,,,,,,,PhenX,PX190401240201,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_TNM_Clinical_Staging_Primary_Tumor,TNM Clinical Staging: PRIMARY TUMOR (T),DCW_190401.doc,enumerated,,,,,,,PhenX,PX190401240202,,,,,Tx,T0,T1,T2,T3,T4,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_TNM_Clinical_Staging_Nodal_Involvement,TNM Clinical Staging: NODAL INVOLVEMENT (N),DCW_190401.doc,enumerated,,,,,,,PhenX,PX190401240203,,,,,Nx,N0,N1,N2,N3,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_TNM_Clinical_Staging_Distant_Metastases,TNM Clinical Staging: DISTANT METASTASES (M),DCW_190401.doc,enumerated,,,,,,,PhenX,PX190401240204,,,,,Mx,M0,M1,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_TNM_Pathologic_Staging,TNM Pathologic Staging,DCW_190401.doc,enumerated,,,,,,,PhenX,PX190401240301,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_TNM_Pathologic_Staging_Primary_Tumor,TNM Pathologic Staging: PRIMARY TUMOR (T),DCW_190401.doc,enumerated,,,,,,,PhenX,PX190401240302,,,,,Tx,T0,T1,T2,T3,T4,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_TNM_Pathologic_Staging_Nodal_Involvement,TNM Pathologic Staging: NODAL INVOLVEMENT (N),DCW_190401.doc,enumerated,,,,,,,PhenX,PX190401240303,,,,,Nx,N0,N1,N2,N3,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_TNM_Pathologic_Staging_Distant_Metastases,TNM Pathologic Staging: DISTANT METASTASES (M),DCW_190401.doc,enumerated,,,,,,,PhenX,PX190401240304,,,,,Mx,M0,M1,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Record_Stage,Record Stage,DCW_190401.doc,enumerated,,,,,"COMPLETE IF 16.b.1, 16.b.2. OR 16.b.3 IS NOT AVAILABLE, OTHERWISE SKIP.",,PhenX,PX190401250100,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Record_Stage_Only,STAGE ONLY,DCW_190401.doc,enumerated,,,,,,,PhenX,PX190401250200,,,,,I,II,III,IV,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Record_Stage_Dukes,DUKES,DCW_190401.doc,enumerated,,,,,,,PhenX,PX190401250300,,,,,A,B,C,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Record_Stage_Modified_Dukes,MODIFIED DUKES (ASTLER-COLLER),DCW_190401.doc,enumerated,,,,,,,PhenX,PX190401250400,,,,,A,B1,B2,C1,C2,D,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Record_Stage_Summary_Staging,SUMMARY STAGING,DCW_190401.doc,enumerated,,,,,,,PhenX,PX190401250500,,,,,Localized,Regional,Distant,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Diagnostic_Evaluation_Determination_Date_Month,DATE OF DIAGNOSTIC EVALUATION DETERMINATION - Month,DCW_190401.doc,integer,,,,,Complete this item if:  Item A.7 = No malignancy OR  Item A.7 = No malignancy and no diagnostic procedures performed OR  Item A.7 = No information available,,PhenX,PX190401260100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Diagnostic_Evaluation_Determination_Date_Day,DATE OF DIAGNOSTIC EVALUATION DETERMINATION - Day,DCW_190401.doc,integer,,,,,Complete this item if:  Item A.7 = No malignancy OR  Item A.7 = No malignancy and no diagnostic procedures performed OR  Item A.7 = No information available,,PhenX,PX190401260200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Diagnostic_Evaluation_Determination_Date_Year,DATE OF DIAGNOSTIC EVALUATION DETERMINATION - Year,DCW_190401.doc,integer,,,,,Complete this item if:  Item A.7 = No malignancy OR  Item A.7 = No malignancy and no diagnostic procedures performed OR  Item A.7 = No information available,,PhenX,PX190401260300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Diagnostic_Evaluation_Physician_Name_1,Physician for Diagnostic Evaluation: Name,DCW_190401.doc,string,,,,,,,PhenX,PX190401270101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Diagnostic_Evaluation_Physician_Address_1,Physician for Diagnostic Evaluation: Address,DCW_190401.doc,string,,,,,,,PhenX,PX190401270102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Diagnostic_Evaluation_Physician_Telephone_1,Physician for Diagnostic Evaluation: Telephone,DCW_190401.doc,string,,,,,,,PhenX,PX190401270103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Diagnostic_Evaluation_Physician_Record_Chart_1,Physician for Diagnostic Evaluation: Medical Record/Chart Number,DCW_190401.doc,string,,,,,,,PhenX,PX190401270104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Diagnostic_Evaluation_Physician_Name_2,Physician for Diagnostic Evaluation: Name,DCW_190401.doc,string,,,,,,,PhenX,PX190401270201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Diagnostic_Evaluation_Physician_Address_2,Physician for Diagnostic Evaluation: Address,DCW_190401.doc,string,,,,,,,PhenX,PX190401270202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Diagnostic_Evaluation_Physician_Telephone_2,Physician for Diagnostic Evaluation: Telephone,DCW_190401.doc,string,,,,,,,PhenX,PX190401270203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Diagnostic_Evaluation_Physician_Record_Chart_2,Physician for Diagnostic Evaluation: Medical Record/Chart Number,DCW_190401.doc,string,,,,,,,PhenX,PX190401270204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Diagnostic_Evaluation_Hospital_Name_1,Hospital or Clinical for Diagnostic Evaluation: Name,DCW_190401.doc,string,,,,,,,PhenX,PX190401280101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Diagnostic_Evaluation_Hospital_Address_1,Hospital or Clinical for Diagnostic Evaluation: Address,DCW_190401.doc,string,,,,,,,PhenX,PX190401280102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Diagnostic_Evaluation_Hospital_Telephone_1,Hospital or Clinical for Diagnostic Evaluation: Telephone,DCW_190401.doc,string,,,,,,,PhenX,PX190401280103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Diagnostic_Evaluation_Hospital_Record_Chart_1,Hospital or Clinical for Diagnostic Evaluation: Medical Record/Chart Number,DCW_190401.doc,string,,,,,,,PhenX,PX190401280104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Diagnostic_Evaluation_Hospital_Name_2,Hospital or Clinical for Diagnostic Evaluation: Name,DCW_190401.doc,string,,,,,,,PhenX,PX190401280201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Diagnostic_Evaluation_Hospital_Address_2,Hospital or Clinical for Diagnostic Evaluation: Address,DCW_190401.doc,string,,,,,,,PhenX,PX190401280202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Diagnostic_Evaluation_Hospital_Telephone_2,Hospital or Clinical for Diagnostic Evaluation: Telephone,DCW_190401.doc,string,,,,,,,PhenX,PX190401280203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Diagnostic_Evaluation_Hospital_Record_Chart_2,Hospital or Clinical for Diagnostic Evaluation: Medical Record/Chart Number,DCW_190401.doc,string,,,,,,,PhenX,PX190401280204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Comments,Comments,DCW_190401.doc,enumerated,,,,,,,PhenX,PX190401290100,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX190401_Comments_Specify,Specify Comments,DCW_190401.doc,string,,,,,,,PhenX,PX190401290200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
