VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR2M_DF_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 2M (UR2M) at the distal facial (DF) site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101010100,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR2B_MeF_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 2B (UR2B) at the mesial-facial (MeF)site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101030800,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR2B_MeF_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 2B (UR2B) at the mesial-facial (MeF)site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101030900,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR2B_MeL_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 2B (UR2B) at the mesial-lingual (MeL)site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101031000,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR2B_MeL_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 2B (UR2B) at the mesial-lingual (MeL)site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101031100,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR2B_MeL_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 2B (UR2B) at the mesial-lingual (MeL)site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101031200,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR2B_ML_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 2B (UR2B) at the mid-lingual (ML) site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101031300,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR2B_ML_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 2B (UR2B) at the mid-lingual (ML) site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101031400,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR2B_ML_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 2B (UR2B) at the mid-lingual (ML) site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101031500,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR2B_DL_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 2B (UR2B) at the distal-lingual (DL) site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101031600,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR2B_DL_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 2B (UR2B) at the distal-lingual (DL) site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101031700,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR2B_DL_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 2B (UR2B) at the distal-lingual (DL) site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101031800,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR1B_DF_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 1B (UR1B) at the distal facial (DF) site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101040100,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR1B_DF_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 1B (UR1B) at the distal facial (DF) site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101040200,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR1B_DF_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 1B (UR1B) at the distal facial (DF) site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101040300,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR1B_MF_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 1B (UR1B) at the mid-facial (MF) site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101040400,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR1B_MF_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 1B (UR1B) at the mid-facial (MF) site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101040500,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR1B_MF_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 1B (UR1B) at the mid-facial (MF) site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101040600,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR1B_MeF_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 1B (UR1B) at the mesial-facial (MeF)site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101040700,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR1B_MeF_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 1B (UR1B) at the mesial-facial (MeF)site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101040800,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR1B_MeF_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 1B (UR1B) at the mesial-facial (MeF)site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101040900,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR1B_MeL_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 1B (UR1B) at the mesial-lingual (MeL)site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101041000,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR1B_MeL_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 1B (UR1B) at the mesial-lingual (MeL)site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101041100,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR1B_MeL_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 1B (UR1B) at the mesial-lingual (MeL)site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101041200,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR1B_ML_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 1B (UR1B) at the mid-lingual (ML) site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101041300,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR1B_ML_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 1B (UR1B) at the mid-lingual (ML) site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101041400,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR1B_ML_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 1B (UR1B) at the mid-lingual (ML) site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101041500,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR1B_DL_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 1B (UR1B) at the distal-lingual (DL) site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101041600,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR1B_DL_FGM_CEJ,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 1B (UR1B) at the distal-lingual (DL) site the distance from the free gingival margin (FGM) to the cement-enamel junction (CEJ).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101041700,,,,,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,+A = +10 millimeters,+B = +11 millimeters,+C = +12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_UR1B_DL_BOP,"This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right 1B (UR1B) at the distal-lingual (DL) site the clinical observation of the presence of blood, Bleeding on Probing (BOP).",DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101041800,,,,,1 = Bleeding from probing detected,2 = No evidence of bleeding,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081101_Periodontal_URC_DF_FGM_SB,This is a clinical examination performed by a dentist or dental hygienist that consists of probing up to 28 teeth at six sites per tooth with a periodontal probe to determine prevalence of periodontal disease. This variable records for tooth Upper Right C (URC) at the distal facial (DF) site the distance from the free gingival margin (FGM) to the sulcus base (SB).,DCW_081101.doc,enumerated,,,,,,,PhenX,PX081101050100,,,,,0,1,2,3,4,5,6,7,8,9,A = 10 millimeters,B = 11 millimeters,C = 12 millimeters,= = Cannot be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
